"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15132","User can add 3 products and checkout successfully","chromium","Fri Apr 17 14:22:17 UTC 2026","passed","Fri Apr 17 14:22:33 UTC 2026","Checkout Feature","tests/features/checkout.feature.spec.js","",""
"","4552","Example #1","chromium","Fri Apr 17 14:22:38 UTC 2026","passed","Fri Apr 17 14:22:42 UTC 2026","Login Feature > Login failed with invalid credentials","tests/features/login.feature.spec.js","",""
"","4580","Example #2","chromium","Fri Apr 17 14:22:42 UTC 2026","passed","Fri Apr 17 14:22:47 UTC 2026","Login Feature > Login failed with invalid credentials","tests/features/login.feature.spec.js","",""
"","4522","Example #3","chromium","Fri Apr 17 14:22:47 UTC 2026","passed","Fri Apr 17 14:22:52 UTC 2026","Login Feature > Login failed with invalid credentials","tests/features/login.feature.spec.js","",""
"","4652","Login success with valid credential","chromium","Fri Apr 17 14:22:33 UTC 2026","passed","Fri Apr 17 14:22:38 UTC 2026","Login Feature","tests/features/login.feature.spec.js","",""
